[02:03:54] <basshelal[m]> Fixed the merge conflicts, ready to merge
[02:03:54] <headius> cool
[02:03:54] <edipofederle[m]> <edipofederle[m] ""Morning", could someone take a "> Someone could take a quick look at this PR? Thx!
[02:03:54] <basshelal[m]> https://github.com/jnr/jnr-ffi/pull/252
[02:03:55] <basshelal[m]> headius: Oh wow you merged today! Thanks a lot! I'm very grateful and I'm very happy to have contributed again! 😊
[02:03:55] <headius> edipo.federle: ok will have a look
[02:03:55] <basshelal[m]> Cool!
[02:03:55] <basshelal[m]> I'll have to resolve the conflicts from my other PR, might do that today or tomorrow.
[02:03:55] <basshelal[m]> headius: Regarding #251 (https://github.com/jnr/jnr-ffi/issues/251) do you have anything in particular in mind?
[02:03:55] <headius> yeah with input from fzakaria and enebo I didn't see a reason to wait
[07:31:34] *** Joins: lucf117 (~lucf117@user/lucf117)
[08:39:10] *** Quits: lucf117 (~lucf117@user/lucf117) (Remote host closed the connection)
[12:39:15] *** Quits: enick_779 (~appservic@2001:470:69fc:105::93) (Quit: Bridge terminating on SIGTERM)
[12:39:15] *** Quits: MatrixTravelerbo (~voyagert2@2001:470:69fc:105::22) (Quit: Bridge terminating on SIGTERM)
[12:39:16] *** Quits: lopex[m] (~lopexm]@2001:470:69fc:105::3158) (Quit: Bridge terminating on SIGTERM)
[12:39:16] *** Quits: AdamGordonBell[m (~adamgordo@2001:470:69fc:105::30de) (Quit: Bridge terminating on SIGTERM)
[12:39:17] *** Quits: kai[m]1 (~kaikdeorg@2001:470:69fc:105::c43) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: basshelal[m] (~basshelal@2001:470:69fc:105::30e7) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: edipofederle[m] (~edipofede@2001:470:69fc:105::30f1) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: ChrisSeatonGitte (~gitterchr@2001:470:69fc:105::30fb) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: MattPattersonGit (~gitterfid@2001:470:69fc:105::3105) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: fzakaria[m] (~fzakariam@2001:470:69fc:105::30f6) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: FlorianDoubletGi (~gitterflo@2001:470:69fc:105::310c) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: XavierNoriaGitte (~gitterfxn@2001:470:69fc:105::3111) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: MarcinMielyskiGi (~gitterlop@2001:470:69fc:105::3134) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: liamwhiteGitter[ (~gitterlia@2001:470:69fc:105::312d) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: 047AABB7S (~gittertim@2001:470:69fc:105::314b) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: OlleJonssonGitte (~gitteroll@2001:470:69fc:105::313b) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: RomainManni-Buca (~gitterrma@2001:470:69fc:105::3146) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: headius (~headius@2001:470:69fc:105::3027) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: kalenp[m] (~kalenpmat@2001:470:69fc:105::3153) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: mattpatt[m] (~mattpattm@2001:470:69fc:105::315d) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: TestAccount[m] (~testaccep@2001:470:69fc:105::30da) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: olleolleolle[m] (~olleolleo@2001:470:69fc:105::3170) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: dan64[m] (~dan64matr@2001:470:69fc:105::407e) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: Hao[m] (~huhao1987@2001:470:69fc:105::3f8a) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: onghu[m] (~onghumatr@2001:470:69fc:105::3db3) (Quit: Bridge terminating on SIGTERM)
[12:39:19] *** Quits: JulesIvanicGitte (~gittergui@2001:470:69fc:105::3118) (Quit: Bridge terminating on SIGTERM)
[12:39:24] *** Quits: UweKuboschGitter (~gitterdon@2001:470:69fc:105::3100) (Quit: Bridge terminating on SIGTERM)
[12:39:24] *** Quits: ahorek[m] (~ahorekmat@2001:470:69fc:105::30e2) (Quit: Bridge terminating on SIGTERM)
[12:39:24] *** Quits: CharlesOliverNut (~gitterhea@2001:470:69fc:105::311e) (Quit: Bridge terminating on SIGTERM)
[12:39:24] *** Quits: JesseChavezGitte (~gitterjes@2001:470:69fc:105::3122) (Quit: Bridge terminating on SIGTERM)
[12:39:24] *** Quits: BlaneDabneyGitte (~gitterrae@2001:470:69fc:105::3140) (Quit: Bridge terminating on SIGTERM)
[12:39:24] *** Quits: 082AAASJ2 (~gittertir@2001:470:69fc:105::314f) (Quit: Bridge terminating on SIGTERM)
[12:39:25] *** Quits: enebo[m] (~enebo@2001:470:69fc:105::e6) (Quit: Bridge terminating on SIGTERM)
[12:39:25] *** Quits: RobertNicholas[m (~nicholasr@2001:470:69fc:105::3167) (Quit: Bridge terminating on SIGTERM)
[12:39:25] *** Quits: mrtommy[m] (~mrtommyma@2001:470:69fc:105::3161) (Quit: Bridge terminating on SIGTERM)
[12:39:25] *** Quits: kares[m] (~karesmatr@2001:470:69fc:105::30d1) (Quit: Bridge terminating on SIGTERM)
[12:39:25] *** Quits: rtyler[m] (~rtylermat@2001:470:69fc:105::30d5) (Quit: Bridge terminating on SIGTERM)
[12:39:25] *** Quits: KarolBucekGitter (~gitterkar@2001:470:69fc:105::3127) (Quit: Bridge terminating on SIGTERM)
[12:39:25] *** Quits: worldnamer[m] (~worldname@2001:470:69fc:105::381f) (Quit: Bridge terminating on SIGTERM)
[12:39:25] *** Quits: donv[m] (~donvmatri@2001:470:69fc:105::3d93) (Quit: Bridge terminating on SIGTERM)
[12:39:30] *** Quits: byteit101[m] (~byteit101@2001:470:69fc:105::30ec) (Quit: Bridge terminating on SIGTERM)
[22:04:03] *** Joins: lopex (uid4272@id-4272.tooting.irccloud.com)
[22:31:52] *** Parts: crabbedhaloablut (~crabbedha@user/crabbedhaloablut) ()
[23:16:28] *** Joins: lucf117 (~lucf117@user/lucf117)
