[00:00:06] *** Joins: mbuhl8 (~mbuhl@user/mbuhl)
[00:00:13] *** Quits: mbuhl (~mbuhl@user/mbuhl) (Ping timeout: 240 seconds)
[00:00:13] *** mbuhl8 is now known as mbuhl
[00:05:49] <jclsn> Ah I got it now
[00:05:57] <jclsn> One thing is remaining
[00:06:18] <jclsn> I can only access my key and certificate when running thelounge start as root
[00:06:24] <jclsn> Any idea how to fix this?
[00:06:35] <jclsn> I already tried setting the permissions
[00:12:31] *** Quits: faze (~faze@user/faze) (Ping timeout: 256 seconds)
[00:14:17] *** Quits: soybull (~Runaway19@69.57.124.6) (Ping timeout: 240 seconds)
[00:14:26] *** Joins: soybull (~Runaway19@69.57.124.6)
[00:15:57] *** Joins: Pseudocrat (~sudo@user/pseudocrat)
[00:20:33] *** Quits: Pseudocrat (~sudo@user/pseudocrat) (Ping timeout: 256 seconds)
[00:41:32] *** Quits: ShArkZ (sharkz@user/sharkz) (*.net *.split)
[00:41:32] *** Quits: Ritche (~ritche@tunnel503737-pt.tunnel.tserv1.mci3.ipv6.he.net) (*.net *.split)
[00:41:32] *** Quits: Exterminador (sid116151@user/pegasus) (*.net *.split)
[00:41:32] *** Quits: bigpod90003 (~bigpod@ubuntu/member/bigpod) (*.net *.split)
[00:41:32] *** Quits: jiggawatt (~jiggawatt@runs.on.ubuntu.crapping.cricket) (*.net *.split)
[00:41:32] *** Quits: xnaas (~xnaas@user/xnaas) (*.net *.split)
[00:41:32] *** Quits: michele (~eraser@user/michele) (*.net *.split)
[00:41:32] *** Quits: narf (~narf@87-121-73-110.dyn.launtel.net.au) (*.net *.split)
[00:41:32] *** Quits: redlegion (sid429547@ilkley.irccloud.com) (*.net *.split)
[00:41:32] *** Quits: EternalMan (~Belgarath@user/belgarath) (*.net *.split)
[00:41:32] *** Quits: thelounge03 (~thelounge@vmi312943.contaboserver.net) (*.net *.split)
[00:41:32] *** Quits: thelounge99 (~thelounge@46.182.110.47) (*.net *.split)
[00:41:32] *** Quits: ghost64 (~ghost64@user/ghost64) (*.net *.split)
[00:41:32] *** Quits: BOWnbERTHA (~BOWnbERTH@178.239.165.205) (*.net *.split)
[00:41:32] *** Quits: Warr1024 (~Warr@user/warr1024) (*.net *.split)
[00:41:32] *** Quits: iXNyNe37 (~NyNe@user/nyne) (*.net *.split)
[00:41:33] *** Quits: v0ltac (~v0ltac@206.217.205.34) (*.net *.split)
[00:41:33] *** Quits: Lmouse (~lmouse@fromhell.fi) (*.net *.split)
[00:41:33] *** Quits: x10an14 (~x10an14@84.210.147.191) (*.net *.split)
[00:41:33] *** Quits: Viewday11 (~Viewday@61.141.126.127) (*.net *.split)
[00:41:33] *** Quits: nif082 (~nif@dynamic-077-008-018-089.77.8.pool.telefonica.de) (*.net *.split)
[00:41:33] *** Quits: lazyreader (~lazyreade@user/lazyreader) (*.net *.split)
[00:41:33] *** Quits: vinumsv899516701 (~vinumsv@223.226.81.207) (*.net *.split)
[00:41:33] *** Quits: FellowFriend (~fellowfri@23-88-157-194.fttp.usinternet.com) (*.net *.split)
[00:41:33] *** Quits: n9nes (~n9nes@user/n9nes) (*.net *.split)
[00:41:33] *** Quits: Marco_Polo (~Marco_Pol@user/marco-polo/x-9417524) (*.net *.split)
[00:41:33] *** Quits: cweiss07653 (~cweiss@50.53.188.115) (*.net *.split)
[00:41:33] *** Quits: tessierp (~tessierp@modemcable149.172-201-24.mc.videotron.ca) (*.net *.split)
[00:41:33] *** Quits: ttk (~Simon@vmd73569.contaboserver.net) (*.net *.split)
[00:41:33] *** Quits: cjinflorida06 (~Chris@072-189-207-201.res.spectrum.com) (*.net *.split)
[00:41:33] *** Quits: riddle (~riddle@user/riddle) (*.net *.split)
[00:41:33] *** Quits: launchd (~launchd@bitbot/launchd) (*.net *.split)
[00:41:33] *** Quits: denningsrogue (~denningsr@98.97.131.238) (*.net *.split)
[00:41:33] *** Quits: brucekomike (~thelounge@8.142.122.117) (*.net *.split)
[00:41:33] *** Quits: lefteye (~wbrawner@c-67-190-106-99.hsd1.co.comcast.net) (*.net *.split)
[00:41:33] *** Quits: BuckarooBanzai (~BuckarooB@static.166.24.201.195.clients.your-server.de) (*.net *.split)
