[00:00:55] <BarryDuggan[m]> mk: you may be a little confused about how to generate the carrier. the flowgraph should generate your baseband signal. then the USRP or other hardware sink will generate the carrier for you. look at https://wiki.gnuradio.org/index.php?title=USRP_Sink
[00:01:51] <BarryDuggan[m]> If you haven't worked through the Tutorials yet, it's a good place to start: https://wiki.gnuradio.org/index.php/Tutorials
[00:04:36] <jeija[m]> Ryan Volz: Okay, so I compared the build instructions from the CondaInstall page with the gnuradio-satellites recipe and found that the recipe contained the CMake option "-DCMAKE_BUILD_TYPE:STRING=Release". After adding this option to the CMake configuration step, the ImportError is gone for some reason...? Strange 🤔
[00:04:44] *** Quits: revolve (~u0_a227@cpc100838-bagu15-2-0-cust672.1-3.cable.virginm.net) (Read error: Connection reset by peer)
[00:09:52] *** Joins: revolve (~u0_a227@cpc100838-bagu15-2-0-cust672.1-3.cable.virginm.net)
[00:10:08] <RyanVolz[m]> jeija: Ha, I was just coming here to report back the same thing. Without specifying the build type, it looks like it does a Debug build. So I guess there is something wrong with Debug builds.
[00:11:12] *** Quits: revolve (~u0_a227@cpc100838-bagu15-2-0-cust672.1-3.cable.virginm.net) (Read error: Connection reset by peer)
[00:12:47] <RyanVolz[m]> Probably an interaction between a Release-built GNU Radio ('s pybind bindings) and a Debug-built OOT ('s pybind bindings).
[00:14:20] <jeija[m]> At least we both figured it out in the end 👍️ Thanks for your help, even just knowing that the CondaInstall instructions may be erroneous was the hint I needed. Getting OOTs to compile and run on Windows in Release mode is good enough for me, I can hopefully always debug on Linux 😆 I guess it makes sense to update the instructions on the Wiki accordingly.
[00:14:53] *** Joins: revolve (~u0_a227@cpc100838-bagu15-2-0-cust672.1-3.cable.virginm.net)
[00:18:02] <mk[m]12> <BarryDuggan[m]> "mk: you may be a little confused..." <- Hi Barry,... (full message at https://libera.ems.host/_matrix/media/r0/download/libera.chat/fe352c24d2e9e03e03b29ae764cfe4f324bc98e1)
[00:21:56] <mk[m]12> does my approach make sense?
[00:31:36] <naashit10[m]> Hi, when I was building the UHD from source files, I encounter errors and stopped at "make[2]: *** [lib/CMakeFiles/uhd.dir/build.make:1062: lib/CMakeFiles/uhd.dir/rfnoc/dma_fifo_block_ctrl_impl.cpp.o] Error 1
[00:31:36] <naashit10[m]> make[1]: *** [CMakeFiles/Makefile2:779: lib/CMakeFiles/uhd.dir/all] Error 2
[00:31:36] <naashit10[m]> make: *** [Makefile:182: all] Error 2"
[00:32:53] <naashit10[m]> I am stuck at this point kindly help!
[00:34:06] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Ping timeout: 250 seconds)
[00:35:32] <willcode4[m]> mk: Simulate the baseband, not the 1090MHz signal. You will not be happy with the result of trying to simulate the RF signal in GNU Radio.
[00:35:33] *** Joins: jstein (~jstein@gentoo/developer/jstein)
[00:51:14] <schneider> RyanVolz[m]: btw. i've upstreamed your patches to gr-iridium
[00:51:41] <schneider> need to make a tag still
[01:08:32] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[01:09:17] *** Quits: shibboleth (~shibbolet@user/shibboleth) (Quit: shibboleth)
[01:11:20] *** Joins: yesno (~yesno@109.98.151.62)
[01:14:03] *** Quits: pcero (~pcero@187.135.227.74) (Quit: Konversation terminated!)
[01:17:02] <RyanVolz[m]> schneider: I saw that, thanks!
[02:06:50] *** Quits: Thorn (~Thorn@user/thorn) (Ping timeout: 250 seconds)
[02:09:26] *** Joins: Thorn (~Thorn@user/thorn)
[02:15:12] *** Joins: BrianG61UK_ (~BrianG61U@2a02:8010:66b7:dddd:a889:f4c0:b970:20ca)
[02:28:20] *** Quits: jstein (~jstein@gentoo/developer/jstein) (Ping timeout: 256 seconds)
[02:54:04] <mk[m]12> <willcode4[m]> "mk: Simulate the baseband, not..." <- Thank you Will,... (full message at https://libera.ems.host/_matrix/media/r0/download/libera.chat/c82f7854e42bd43a2aa0cef55a74c19cef5ec60d)
[02:56:06] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[03:05:19] *** Quits: jemius (~imperator@200116b82dd6d3006b16e0730e179c3b.dip.versatel-1u1.de) (Quit: Leaving)
[03:36:51] <willcode4[m]> mk: Baseband signal is simply the samples you would send to the SDR if you had one. SDRs (typically) move your baseband signal from 0Hz to the RF frequency for transmit, and bring it back down to 0Hz for receive. There are variations on this, but that's the general idea. When people do experiments with BER, they create a baseband signal, optionally put it through a channel model (simulator), and then receive it. GNU Radio has channel
[03:36:51] <willcode4[m]> model blocks you can use for this. There are other people here who know more about BER measurements than I do.
[03:43:29] *** Quits: sdfgsdfg (~dfghsfgs@user/sdfgsdfg) (Quit: ayo yoyo ayo yoyo hololo, hololo.)
[03:52:06] *** Joins: sdfgsdfg (~dfghsfgs@user/sdfgsdfg)
[03:52:39] <mk[m]12> thank you for your answer
[03:59:07] *** Quits: Tangent-Man (~Tang3nt-M@cpc145602-basl14-2-0-cust33.20-1.cable.virginm.net) (Quit: Leaving)
[04:32:22] <patchvonbraun[m]> mk: If you have zero background in signals, DSP, radio, and the tools, techniques and tribulations, Gnu Radio isn't going to be an instant success for you.  But keep at it, because it can be very rewarding.
[05:01:36] *** Joins: Vonter (~Vonter@user/vonter)
[05:08:50] *** Quits: Vonter (~Vonter@user/vonter) (Ping timeout: 250 seconds)
[05:11:02] *** Quits: epony (epony@user/epony) (Ping timeout: 240 seconds)
[05:12:14] *** Joins: Vonter (~Vonter@user/vonter)
[05:38:16] *** Quits: Malvolio (~Malvolio@user/malvolio) (Ping timeout: 245 seconds)
[05:59:23] *** Joins: Malvolio (~Malvolio@user/malvolio)
[06:15:28] *** Joins: epony (epony@user/epony)
[07:02:38] *** Quits: BrianG61UK_ (~BrianG61U@2a02:8010:66b7:dddd:a889:f4c0:b970:20ca) (Read error: Connection reset by peer)
[07:31:40] *** Quits: obsidian[m] (~obsidiang@2001:470:69fc:105::1:8266) (K-Lined)
[07:31:40] *** Quits: mobizmn[m] (~mobizmngn@2001:470:69fc:105::1:7489) (K-Lined)
[07:31:40] *** Quits: mideviltimes69[m (~midevilti@2001:470:69fc:105::1:743b) (K-Lined)
[07:31:40] *** Quits: foequeue[m] (~foequeuem@2001:470:69fc:105::1:7159) (K-Lined)
[07:31:40] *** Quits: themadcanudist[m (~themadcan@2001:470:69fc:105::1:714a) (K-Lined)
[07:31:40] *** Quits: tkircher[m] (~tkircherg@2001:470:69fc:105::1:7146) (K-Lined)
[07:31:40] *** Quits: M[m]12 (~mpwnchat@2001:470:69fc:105::1:56b2) (K-Lined)
[07:31:40] *** Quits: isuru[m] (~isurujgnu@2001:470:69fc:105::e155) (K-Lined)
[07:31:40] *** Quits: OldGeorgeReyonma (~georeymat@2001:470:69fc:105::1:5dd3) (K-Lined)
[07:31:40] *** Quits: mr_m[m] (~mrmgnurad@2001:470:69fc:105::1:690b) (K-Lined)
[07:31:40] *** Quits: radiohead21[m] (~radiohead@2001:470:69fc:105::1:4a9a) (K-Lined)
[07:31:40] *** Quits: timelessness[m] (~timelessn@2001:470:69fc:105::1:664d) (K-Lined)
[07:31:41] *** Quits: iz1zkf[m] (~iz1zkfgnu@2001:470:69fc:105::1:7f77) (K-Lined)
[07:31:41] *** Quits: merit (~merit@2001:470:69fc:105::5ae) (K-Lined)
[07:31:41] *** Quits: lounge[m] (~loungegnu@2001:470:69fc:105::1:303d) (K-Lined)
[07:31:41] *** Quits: nat[m] (~natgnurad@2001:470:69fc:105::eb65) (K-Lined)
[07:31:41] *** Quits: gmind[m] (~gmindmatr@2001:470:69fc:105::ea48) (K-Lined)
[07:31:41] *** Quits: ON4CG[m] (~on4cggnur@2001:470:69fc:105::f889) (K-Lined)
[07:31:41] *** Quits: enthdegree[m] (~enthdegre@2001:470:69fc:105::1:74e9) (K-Lined)
[07:31:41] *** Quits: miek[m] (~miekgnura@2001:470:69fc:105::fe35) (K-Lined)
[07:31:41] *** Quits: rsundar[m] (~rsundargn@2001:470:69fc:105::ebe8) (K-Lined)
[07:31:41] *** Quits: Jesse[m] (~jessemcgr@2001:470:69fc:105::4f38) (K-Lined)
[07:31:41] *** Quits: citizenrich[m] (~citizenri@2001:470:69fc:105::e76f) (K-Lined)
[07:31:41] *** Quits: jeija[m] (~jeijagnur@2001:470:69fc:105::1:8431) (K-Lined)
[07:31:41] *** Quits: seldan_denzil[m] (~seldanden@2001:470:69fc:105::1:79fb) (K-Lined)
[07:31:42] *** Quits: Bernard[m] (~bernatei8@2001:470:69fc:105::125c) (K-Lined)
[07:31:42] *** Quits: neil[m]123 (~neilglasg@2001:470:69fc:105::642) (K-Lined)
[07:31:42] *** Quits: VasilVelichkov[m (~vvvelichk@2001:470:69fc:105::e1af) (K-Lined)
[07:31:42] *** Quits: chibill[m] (~chibillm]@2001:470:69fc:105::5ce) (K-Lined)
[07:31:42] *** Quits: LaszloKecskes[m] (~kecskesma@2001:470:69fc:105::1:37e4) (K-Lined)
[07:31:42] *** Quits: DerekKozel[m] (~dkozelgnu@2001:470:69fc:105::2f14) (K-Lined)
[07:31:42] *** Quits: jfkimmes[m] (~jfkimmesm@2001:470:69fc:105::fc6) (K-Lined)
[07:31:42] *** Quits: r4d10n[m]1 (~r4d10nmat@2001:470:69fc:105::1:6255) (K-Lined)
[07:31:42] *** Quits: jp48[m] (~jp48gnura@2001:470:69fc:105::e160) (K-Lined)
[07:31:42] *** Quits: tom_mcdermott_n5 (~tommcderm@2001:470:69fc:105::1:69e1) (K-Lined)
[07:31:42] *** Quits: psydruid (~psydruid@2001:470:69fc:105::6fd) (K-Lined)
[07:31:42] *** Quits: rabarar[m] (~rabarargn@2001:470:69fc:105::1:73b2) (K-Lined)
[07:31:42] *** Quits: DanielEstvez[m] (~destevezg@2001:470:69fc:105::e9e6) (K-Lined)
[07:31:42] *** Quits: DaveCherkusN1AI[ (~dcherkusg@2001:470:69fc:105::fd17) (K-Lined)
[07:31:42] *** Quits: apt[m] (~aptgetmat@2001:470:69fc:105::1:702a) (K-Lined)
[07:31:42] *** Quits: argilo[m] (~argilognu@2001:470:69fc:105::e120) (K-Lined)
[07:31:42] *** Quits: ghostop14[m] (~ghostop14@2001:470:69fc:105::e14c) (K-Lined)
[07:31:42] *** Quits: kimmo[m] (~kimmognur@2001:470:69fc:105::1:6c66) (K-Lined)
[07:31:42] *** Quits: BarryDuggan[m] (~kv4fvgnur@2001:470:69fc:105::3927) (K-Lined)
[07:31:42] *** Quits: thoth[m] (~thoth1010@2001:470:69fc:105::20c2) (K-Lined)
[07:31:42] *** Quits: douggeiger[m] (~douggeige@2001:470:69fc:105::e137) (K-Lined)
[07:31:42] *** Quits: AdamHorden[m] (~adamhorde@2001:470:69fc:105::e115) (K-Lined)
[07:31:42] *** Quits: cpfig[m] (~cpfiggnur@2001:470:69fc:105::1:36c4) (K-Lined)
[07:31:42] *** Quits: jogn_1[m] (~jogn1matr@2001:470:69fc:105::1:663a) (K-Lined)
[07:31:42] *** Quits: ahmad_sho[m] (~ahmadshog@2001:470:69fc:105::1:65d5) (K-Lined)
[07:31:42] *** Quits: mati[m] (~matignura@2001:470:69fc:105::1:6275) (K-Lined)
[07:31:42] *** Quits: MarcLichtman[m] (~marcgnura@2001:470:69fc:105::e172) (K-Lined)
[07:31:42] *** Quits: mait[m] (~maitrforg@2001:470:69fc:105::e170) (K-Lined)
