[00:00:06] *** Joins: hoppity (~hoppity@66.222.130.38)
[00:00:06] *** Quits: hoppity (~hoppity@66.222.130.38) (Changing host)
[00:00:06] *** Joins: hoppity (~hoppity@user/hoppity)
[00:13:26] *** Quits: phaleth (~user@user/phaleth) (Quit: WeeChat 2.8)
[00:20:38] *** Quits: fwg (~fwg@user/fwg) (Quit: so long and thanks for all the fish.)
[00:23:27] *** Quits: Ilyu (~quassel@166.215.82.79.rev.sfr.net) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[00:30:41] *** Quits: mizi (~mizi@user/mizi) (Ping timeout: 250 seconds)
[00:41:32] *** Quits: JSharp (sid4580@id-4580.lymington.irccloud.com) (*.net *.split)
[00:41:32] *** Quits: sasajuric (sid29842@id-29842.ilkley.irccloud.com) (*.net *.split)
[00:41:32] *** Quits: scrogson (sid346312@id-346312.ilkley.irccloud.com) (*.net *.split)
[00:41:32] *** Quits: james_la1 (~jameslavi@ool-457981b2.dyn.optonline.net) (*.net *.split)
[00:41:32] *** Quits: gitgood (~gitgood@cpc104690-belf11-2-0-cust365.2-1.cable.virginm.net) (*.net *.split)
[00:41:32] *** Quits: wootehfoot (~wootehfoo@user/wootehfoot) (*.net *.split)
[00:41:32] *** Quits: notapenguin (~ryu@187.3.254.107) (*.net *.split)
[00:41:32] *** Quits: Sgeo (~Sgeo@user/sgeo) (*.net *.split)
[00:41:32] *** Quits: goepsilongo (~goepsilon@cpe-74-73-86-74.nyc.res.rr.com) (*.net *.split)
[00:41:32] *** Quits: humbertowoody (~humbertow@187.202.198.64) (*.net *.split)
[00:41:32] *** Quits: brauliobz (~manjaro-u@user/brauliobz) (*.net *.split)
[00:41:33] *** Quits: TheCoffeMaker (~TheCoffeM@user/thecoffemaker) (*.net *.split)
[00:41:33] *** Quits: perrierjouet (~perrier-j@modemcable012.251-130-66.mc.videotron.ca) (*.net *.split)
[00:41:33] *** Quits: aidalgol (~aidalgol@user/aidalgol) (*.net *.split)
[00:41:33] *** Quits: hauleth (~hauleth@2.ip-145-239-81.eu) (*.net *.split)
[00:41:33] *** Quits: SlicerDicer68 (~SlicerDic@107-208-180-225.lightspeed.mdsnwi.sbcglobal.net) (*.net *.split)
[00:41:33] *** Quits: cursey (~cursey@user/cursey) (*.net *.split)
[00:41:33] *** Quits: mmalter (~mmalter@88.126.10.237) (*.net *.split)
[00:41:33] *** Quits: ds (~ds@user/ds) (*.net *.split)
[00:41:33] *** Quits: danieli (~danieli@user/danieli) (*.net *.split)
[00:41:34] *** Quits: sepow (~sepow@139.59.158.83) (*.net *.split)
[00:41:34] *** Quits: kvn (~weechat@user/kvn) (*.net *.split)
[00:41:34] *** Quits: havenwood (~havenwood@about/ruby/havenwood) (*.net *.split)
[00:41:34] *** Quits: beise (~beise@85.17.52.17) (*.net *.split)
[00:41:34] *** Quits: chgr (~chgr@static.152.235.203.116.clients.your-server.de) (*.net *.split)
[00:41:34] *** Quits: MononcQc (~ferd@li1968-139.members.linode.com) (*.net *.split)
[00:41:34] *** Quits: Heuristic (~Heuristic@108.61.216.82) (*.net *.split)
[00:41:34] *** Quits: koollman (~samson_t@user/koollman) (*.net *.split)
[00:41:34] *** Quits: _axx (~axx@static.246.43.203.116.clients.your-server.de) (*.net *.split)
[00:41:34] *** Quits: flynn (~mcbloch@user/flynn) (*.net *.split)
[00:41:34] *** Quits: Rubyn (~Rubyn@user/rubyn) (*.net *.split)
[00:41:35] *** Quits: livoreno (~livoreno@user/notzmv) (*.net *.split)
[00:41:35] *** Quits: msch (sid28472@id-28472.tinside.irccloud.com) (*.net *.split)
[00:41:35] *** Quits: eproxus_____ (sid39465@id-39465.ilkley.irccloud.com) (*.net *.split)
[00:41:35] *** Quits: wink (fhtagn@user/wink) (*.net *.split)
[00:41:35] *** Quits: blambi (~blambi@c-c11e524e.011-113-67626725.bbcust.telenor.se) (*.net *.split)
[00:41:35] *** Quits: Bretzky (~Bretzky@167.99.239.126) (*.net *.split)
[00:41:35] *** Quits: norrland1 (~norrland@92-33-164-4.customers.ownit.se) (*.net *.split)
[00:41:35] *** Quits: rovanion (~rovanion@h-46-59-13-236.A163.priv.bahnhof.se) (*.net *.split)
[00:41:36] *** Quits: lvlinux (~ruel@150.136.4.160) (*.net *.split)
[00:41:36] *** Quits: lagash (lagash@lagash.shelltalk.net) (*.net *.split)
[00:41:36] *** Quits: sjm (5b6c6c128c@2604:bf00:561:2000::9c) (*.net *.split)
[00:41:36] *** Quits: sm2n (ae95cb1267@user/sm2n) (*.net *.split)
[00:41:36] *** Quits: brown121407 (1fd27a54a7@gnu/webmaster/smarton) (*.net *.split)
[00:41:36] *** Quits: adamcstephens (161730d29b@2604:bf00:561:2000::2d5) (*.net *.split)
[00:41:36] *** Quits: eein (35f97d3dbd@2604:bf00:561:2000::2a6) (*.net *.split)
[00:41:36] *** Quits: hwrd (aa272caead@2604:bf00:561:2000::137) (*.net *.split)
[00:41:36] *** Quits: gjnoonan (cb73e0a324@2604:bf00:561:2000::e) (*.net *.split)
[00:41:36] *** Quits: johnhamelink (3ae947b049@2604:bf00:561:2000::1b) (*.net *.split)
